"ht_ce","hajek_ce","naive_diff_ce","var_ht_ce","var_hajek_ce","ht_ce_w_re","hajek_ce_w_re","ce_contrast","iter"
-0.904427424412662,-0.438224381662874,-0.743252425733575,3.58349713727808,3.27948566216115,-1.42502246357752,0.421808346883221,"c11-c00",1
-1.05009824698149,-0.576981443268396,-0.629442011407567,3.66815231094435,3.41472634441425,-1.12504960969468,-2.2905084150063,"c11-c00",2
-1.28651262499622,-0.988828924790102,-0.970567935816925,3.41954989269026,3.28265830066359,-0.771168982826112,-2.30829389380906,"c11-c00",3
-1.28658695149917,-0.728017421576349,-0.608421526760188,3.48303839141906,3.10786129629545,-3.08846253257163,-0.804251237873616,"c11-c00",4
-1.13839197828101,-0.799716493535563,-0.628912796293601,3.82433491170138,3.55553861855723,1.99535716050381,-3.8380275554141,"c11-c00",5
-1.25577965249115,-0.859981504528846,-0.599104530478824,3.88989744687558,3.65592388699463,0.0853417649106194,0.188513347669442,"c11-c00",6
-1.42773601569487,-1.03721789385542,-0.543716176754168,3.51218999702802,3.17672893582174,0.578336271219587,-0.0592324885044611,"c11-c00",7
-1.04559433511847,-0.51331811713497,-0.52230843427625,3.40164931528211,3.16129027853826,-3.09579802125942,2.7763072495361,"c11-c00",8
-1.43254762297645,-1.08291094540685,-0.891439513447867,3.89508254725075,3.61825564648936,-0.4244138808419,-3.09243037743113,"c11-c00",9
-1.16818932826243,-0.778147010161049,-0.904038246788098,3.33871060880383,3.09324247652124,-0.50560619484068,-0.91095134285634,"c11-c00",10
-1.47498044611878,-1.00057822837726,-0.88108070606309,4.03546843492408,3.6963545228748,-2.39038320408712,2.6061729246556,"c11-c00",11
-0.834823855471656,-0.47876048734507,-0.459278658160163,3.6710602343093,3.58177104073468,-3.19331687518049,-3.20266137310496,"c11-c00",12
-1.5036909280406,-0.74161347245068,-0.803348683057434,3.60010096173406,3.24783678601276,1.00139979536868,0.050172267491416,"c11-c00",13
-1.18873791360121,-0.368587530899715,-0.604719336092027,4.04078282442618,3.70136915977102,-1.47411404997387,0.702017350923875,"c11-c00",14
-1.39312241765082,-0.708525284138046,-0.570297989005634,3.28696041605313,2.99224812006202,-2.42737088298297,-4.79170965279767,"c11-c00",15
-1.02765531924152,-0.400015547438609,-0.526317995934282,3.60151289495876,3.30848960962895,1.57244191695373,1.77576935369363,"c11-c00",16
-1.54628283629279,-1.20184669550304,-0.658739332478334,4.1667815878487,3.92538984993512,-1.48006287201923,-3.76991565143693,"c11-c00",17
-0.953649779570622,-0.436297307686918,-0.736530746916637,3.76803959800987,3.48797658030212,-2.27538184857085,1.10126755034812,"c11-c00",18
